day_time,mean_motion
2013-03-10,0.0625429165948205
2013-03-11,0.0625429365483882
2013-03-12,0.06254287517755025
2013-03-13,0.0625428138067123
2013-03-14,0.0625252266930069
2013-03-15,0.0625312067314406
2013-03-16,0.0625312227429737
2013-03-17,0.0625311325502704
2013-03-18,0.0625312375961504
2013-03-19,0.0625312660359483
2013-03-20,0.0625312944757462
2013-03-21,0.0625313071440604
2013-03-22,0.0625312862506182
2013-03-23,0.0625313305164756
2013-03-24,0.06253150554539269
2013-03-25,0.0625316805743098
2013-03-26,0.0625319240174998
2013-03-27,0.0625317968953841
2013-03-28,0.0625317182739946
2013-03-29,0.06253173741597146
2013-03-30,0.0625317565579483
2013-03-31,0.0625317531828956
2013-04-01,0.0625317400171312
2013-04-02,0.0625317624037141
2013-04-03,0.0625317644904552
2013-04-04,0.0625317710957878
2013-04-05,0.0625317777011204
2013-04-06,0.0625318017693584
2013-04-07,0.0625318070852055
2013-04-08,0.0625318532990053
2013-04-09,0.06253185044237036
2013-04-10,0.0625318475857354
2013-04-11,0.062531896104743
2013-04-12,0.06253189181365634
2013-04-13,0.0625318875225697
2013-04-14,0.0625317935974646
2013-04-15,0.0625315309575154
2013-04-16,0.0625313590709712
2013-04-17,0.0625313982001544
2013-04-18,0.0625314701270763
2013-04-19,0.0625315420539982
2013-04-20,0.06253153679999
2013-04-21,0.0625315752330202
2013-04-22,0.0625315925427609
2013-04-23,0.0625316098525016
2013-04-24,0.0625316271622423
2013-04-25,0.06253161586348605
2013-04-26,0.0625316045647298
2013-04-27,0.0625316413225249
2013-04-28,0.0625316588727207
2013-04-29,0.0625316406852734
2013-04-30,0.0625316650081212
2013-05-01,0.06253166742251395
2013-05-02,0.0625316698369067
2013-05-03,0.06253169098290673
2013-05-04,0.06253171212890676
2013-05-05,0.0625317332749068
2013-05-06,0.0625317455546371
2013-05-07,0.0625317578343674
2013-05-08,0.0625317566246676
2013-05-09,0.0625317870828378
2013-05-10,0.0625318221288975
2013-05-11,0.06253181647950605
2013-05-12,0.0625318108301146
2013-05-13,0.062531849088368
2013-05-14,0.0625318428474918
2013-05-15,0.062531842756942
2013-05-16,0.0625316734738395
2013-05-17,0.0625315445170163
2013-05-18,0.0625314155601931
2013-05-19,0.0625314846048879
2013-05-20,0.0625316131721193
2013-05-21,0.0625316141680166
2013-05-22,0.0625316151639139
2013-05-23,0.0625316423343832
2013-05-24,0.0625316582784407
2013-05-25,0.0625316851536342
2013-05-26,0.0625316998456101
2013-05-27,0.0625316985181913
2013-05-28,0.0625316971907725
2013-05-29,0.0625317311744673
2013-05-30,0.0625317241907978
2013-05-31,0.0625317233318374
2013-06-01,0.0625317558011543
2013-06-02,0.06253175307023245
2013-06-03,0.0625317503393106
2013-06-04,0.0625317752014454
2013-06-05,0.0625317828329749
2013-06-06,0.0625317773710952
2013-06-07,0.0625318167579105
2013-06-08,0.06253165357705451
2013-06-09,0.0625314903961985
2013-06-10,0.0625313475951158
2013-06-11,0.0625314781572513
2013-06-12,0.06253149699863735
2013-06-13,0.0625315158400234
2013-06-14,0.0625315496052063
2013-06-15,0.0625315369774631
2013-06-16,0.06253154885550036
2013-06-17,0.0625315607335376
2013-06-18,0.0625315604819118
2013-06-19,0.06253157551032214
2013-06-20,0.06253159053873246
2013-06-21,0.0625316055671428
2013-06-22,0.06253163577296364
2013-06-23,0.06253166597878448
2013-06-24,0.06253169618460533
2013-06-25,0.06253172639042616
2013-06-26,0.062531756596247
2013-06-27,0.06253178680206785
2013-06-28,0.0625318170078887
2013-06-29,0.06253178070966
2013-06-30,0.062531808463115
2013-07-01,0.0625317906901178
2013-07-02,0.0625318152070608
2013-07-03,0.06253181964205776
2013-07-04,0.0625318240770547
2013-07-05,0.0625318329064989
2013-07-06,0.0625318594396757
2013-07-07,0.0625318705955251
2013-07-08,0.0625318626100349
2013-07-09,0.0625318715907954
2013-07-10,0.0625318805715559
2013-07-11,0.0625318949320119
2013-07-12,0.062531877866947
2013-07-13,0.0625318889185704
2013-07-14,0.0625318890465738
2013-07-15,0.0625316636567317
2013-07-16,0.0625313745996253
2013-07-17,0.062531356767078
2013-07-18,0.0625313389345307
2013-07-19,0.0625315108604359
2013-07-20,0.0625315428298833
2013-07-21,0.0625315692424947
2013-07-22,0.062531582469112
2013-07-23,0.0625315956957293
2013-07-24,0.0625315874749926
2013-07-25,0.0625315777492982
2013-07-26,0.0625315865938142
2013-07-27,0.06253159510524285
2013-07-28,0.0625316036166715
2013-07-29,0.0625316484452339
2013-07-30,0.0625319631525838
2013-07-31,0.0625322773485495
2013-08-01,0.0625307253135764
2013-08-02,0.0625304391159838
2013-08-03,0.0625305289884024
2013-08-04,0.0625304815039013
2013-08-05,0.062530465936011
2013-08-06,0.0625304503681207
2013-08-07,0.0625305008211913
2013-08-08,0.0625308514621892
2013-08-09,0.06253104438020035
2013-08-10,0.0625312372982115
2013-08-11,0.0625311837358927
2013-08-12,0.0625310275605879
2013-08-13,0.062531050056297
2013-08-14,0.0625310360902981
2013-08-15,0.0625310221242992
2013-08-16,0.0625310326826305
2013-08-17,0.0625310819009795
2013-08-18,0.0625310746520503
2013-08-19,0.06253108258829435
2013-08-20,0.0625310905245384
2013-08-21,0.0625310946982145
2013-08-22,0.0625311228050484
2013-08-23,0.06253113366312366
2013-08-24,0.0625311445211989
2013-08-25,0.0625311258382714
2013-08-26,0.062531161638058
2013-08-27,0.0625309069064586
2013-08-28,0.0625307571231688
2013-08-29,0.062530607339879
2013-08-30,0.0625306160605153
2013-08-31,0.0625307867196506
2013-09-01,0.0625308216865751
2013-09-02,0.0625308208874196
2013-09-03,0.0625308200882641
2013-09-04,0.0625308087024715
2013-09-05,0.0625308553472306
2013-09-06,0.0625308510990959
2013-09-07,0.0625308654012004
2013-09-08,0.062530883556993
2013-09-09,0.06253086481341891
2013-09-10,0.0625308460698448
2013-09-11,0.0625308647736431
2013-09-12,0.0625308845583474
2013-09-13,0.0625308891512937
2013-09-14,0.06253088713661695
2013-09-15,0.0625308851219402
2013-09-16,0.0625308952337667
2013-09-17,0.062530931352461
2013-09-18,0.0625309464567603
2013-09-19,0.06253093864591765
2013-09-20,0.062530930835075
2013-09-21,0.0625309339598905
2013-09-22,0.0625309296271088
2013-09-23,0.0625309752990431
2013-09-24,0.0625309945682622
2013-09-25,0.06253097072942294
2013-09-26,0.0625309468905837
2013-09-27,0.0625310057355104
2013-09-28,0.0625310050870591
2013-09-29,0.0625310073774832
2013-09-30,0.0625310096679073
2013-10-01,0.0625310486983509
2013-10-02,0.0625310100906787
2013-10-03,0.0625310832253683
2013-10-04,0.062531448378639
2013-10-05,0.06253158088088602
2013-10-06,0.06253171338313304
2013-10-07,0.06253184588538008
2013-10-08,0.0625319783876271
2013-10-09,0.0625323217140172
2013-10-10,0.0625323490218639
2013-10-11,0.0625314636026389
2013-10-12,0.06253098877518146
2013-10-13,0.062530513947724
2013-10-14,0.06253077148289955
2013-10-15,0.0625310290180751
2013-10-16,0.0625310930452938
2013-10-17,0.0625310959146477
2013-10-18,0.0625311205510596
2013-10-19,0.0625311379923706
2013-10-20,0.0625311301837753
2013-10-21,0.06253112237518
2013-10-22,0.062531140461193
2013-10-23,0.0625311786865871
2013-10-24,0.0625311797115226
2013-10-25,0.0625311807364581
2013-10-26,0.062531207827033
2013-10-27,0.0625312193513668
2013-10-28,0.0625312350266538
2013-10-29,0.06253121443022486
2013-10-30,0.0625311938337959
2013-10-31,0.0625311602327504
2013-11-01,0.0625312442792116
2013-11-02,0.0625312466879265
2013-11-03,0.0625312490966414
2013-11-04,0.0625312803491654
2013-11-05,0.0625313046725632
2013-11-06,0.06253130437033269
2013-11-07,0.0625313040681022
2013-11-08,0.0625312804658465
